filename	singular first-person pronouns	Interrogative or Exclamation	Contractions	register
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0157969.txt	0.0	0.0	0.0070921985815602835	NA
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0131434.txt	0.10306030603060307	0.0774077407740774	0.07965796579657966	NA
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1795710.txt	0.0	0.0	0.013157894736842105	IP
Mini-CORE/1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0154982.txt	0.04932735426008968	0.025411061285500747	0.08071748878923767	SP
Mini-CORE/1+LY+SL+LY-LY-LY-LY+OL-SL-SL-SL+NNNN+0704923.txt	0.2510204081632653	0.012244897959183673	0.1489795918367347	LY
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+1442711.txt	0.00847457627118644	0.012711864406779662	0.0	IP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+1433607.txt	0.030136986301369864	0.0027397260273972603	0.0273972602739726	IP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0120263.txt	0.04945904173106646	0.012364760432766615	0.04945904173106646	NA
Mini-CORE/1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0066257.txt	0.014705882352941176	0.0	0.11764705882352941	LY
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3198434.txt	0.019704433497536946	0.0	0.029556650246305417	OP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0168596.txt	0.04369627507163324	0.050143266475644696	0.0336676217765043	NA
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991051.txt	0.001639344262295082	0.00273224043715847	0.012021857923497269	IN
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+1739496.txt	0.0	0.0	0.0044444444444444444	IP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993120.txt	0.0	0.002012072434607646	0.01006036217303823	IN
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3056601.txt	0.03773584905660377	0.007547169811320755	0.04150943396226415	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3131315.txt	0.004210526315789474	0.010526315789473684	0.042105263157894736	OP
Mini-CORE/1+SP+IT+NA-SP-SP-SP+MA-IT-IT-IT+NNNN+0503515.txt	0.0425531914893617	0.023936170212765957	0.0797872340425532	SP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0707417.txt	0.0	0.0	0.0	IP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0438139.txt	0.0625	0.021875	0.03125	IP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0190991.txt	0.027237354085603113	0.0	0.011673151750972763	NA
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992028.txt	0.0	0.0	0.025210084033613446	IN
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0410815.txt	0.0	0.022222222222222223	0.022222222222222223	IP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0184853.txt	0.0	0.0	0.00819672131147541	NA
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0240671.txt	0.010638297872340425	0.0	0.018617021276595744	NA
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990788.txt	0.001976284584980237	0.003952569169960474	0.014822134387351778	IN
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0217982.txt	0.022058823529411766	0.022058823529411766	0.04044117647058824	OP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0099802.txt	0.0045662100456621	0.0	0.0091324200913242	NA
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0216379.txt	0.02040816326530612	0.0	0.011337868480725623	NA
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0535944.txt	0.14121037463976946	0.03842459173871278	0.03362151777137368	OP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+1790647.txt	0.0	0.015384615384615385	0.007692307692307693	IP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+1397015.txt	0.0	0.0019880715705765406	0.013916500994035786	IP
Mini-CORE/1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3084605.txt	0.02329450915141431	0.036605657237936774	0.03993344425956739	SP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992809.txt	0.020985401459854013	0.0031934306569343066	0.04333941605839416	IN
Mini-CORE/1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+0691410.txt	0.05325443786982249	0.011834319526627219	0.04142011834319527	SP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0493405.txt	0.0	0.010526315789473684	0.010526315789473684	IP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0672490.txt	0.03215434083601286	0.01607717041800643	0.028938906752411574	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0534333.txt	0.04597701149425287	0.0049261083743842365	0.022988505747126436	OP
Mini-CORE/1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3109290.txt	0.13382899628252787	0.01858736059479554	0.01486988847583643	SP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993083.txt	0.025362318840579712	0.010869565217391304	0.018115942028985508	IN
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0115384.txt	0.009259259259259259	0.0	0.06018518518518518	NA
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991694.txt	0.001282051282051282	0.1371794871794872	0.023076923076923078	IN
Mini-CORE/1+SP+IT+OP-SP-SP-SP+OO-IT-IT-IT+NNNN+0265094.txt	0.10421836228287841	0.02729528535980149	0.03225806451612903	SP
Mini-CORE/1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0043612.txt	0.225	0.05	0.008333333333333333	LY
Mini-CORE/1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0519283.txt	0.30845771144278605	0.33250414593698174	0.0008291873963515755	SP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0132713.txt	0.0035335689045936395	0.0	0.028268551236749116	NA
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1754951.txt	0.0	0.005235602094240838	0.03664921465968586	IP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991131.txt	0.0014104372355430183	0.0	0.03385049365303244	IN
Mini-CORE/1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3094833.txt	0.05870020964360587	0.016771488469601678	0.04821802935010482	SP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0194895.txt	0.017447199265381085	0.015610651974288337	0.03489439853076217	NA
Mini-CORE/1+LY+SL+LY-LY-LY-LY+OL-SL-SL-SL+NNNN+0622847.txt	0.0779816513761468	0.01834862385321101	0.03669724770642202	LY
Mini-CORE/1+SP+IT+NA-SP-SP-SP+ON-IT-IT-IT+NNNN+3235165.txt	0.13736263736263737	0.046703296703296704	0.14423076923076922	SP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992439.txt	0.004484304932735426	0.017937219730941704	0.013452914798206279	IN
Mini-CORE/1+SP+IT+OP-SP-SP-SP+OB-IT-IT-IT+NNNN+0575118.txt	0.00546448087431694	0.00546448087431694	0.03825136612021858	SP
Mini-CORE/1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0025596.txt	0.1826086956521739	0.0	0.034782608695652174	LY
Mini-CORE/1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0479238.txt	0.03303509979353063	0.016517549896765314	0.03303509979353063	SP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993928.txt	0.00597609561752988	0.0	0.0199203187250996	IN
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3290614.txt	0.043478260869565216	0.0	0.007905138339920948	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3242020.txt	0.0	0.0	0.012096774193548387	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3006341.txt	0.04061624649859944	0.0028011204481792717	0.011204481792717087	OP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0108129.txt	0.0	0.0	0.0	NA
Mini-CORE/1+SP+IT+NA-SP-SP-SP+ON-IT-IT-IT+NNNN+3077846.txt	0.08364312267657993	0.07806691449814127	0.048327137546468404	SP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0441230.txt	0.0	0.006289308176100629	0.012578616352201259	IP
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0581754.txt	0.0026246719160104987	0.0026246719160104987	0.011811023622047244	IP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0614714.txt	0.05245346869712352	0.01353637901861252	0.01692047377326565	OP
Mini-CORE/1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0099692.txt	0.027210884353741496	0.0	0.09523809523809523	LY
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0262412.txt	0.006396588486140725	0.0	0.031982942430703626	NA
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3013943.txt	0.011627906976744186	0.003875968992248062	0.003875968992248062	OP
Mini-CORE/1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0352261.txt	0.12573443008225618	0.041128084606345476	0.0282021151586369	SP
Mini-CORE/1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992820.txt	0.016238159675236806	0.0	0.04194857916102842	IN
Mini-CORE/1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0405162.txt	0.05238095238095238	0.009523809523809525	0.047619047619047616	SP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0413766.txt	0.10993657505285412	0.008456659619450317	0.035940803382663845	OP
Mini-CORE/1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0173202.txt	0.003683241252302026	0.007366482504604052	0.02394106813996317	NA
Mini-CORE/1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0535976.txt	0.015841584158415842	0.0	0.011881188118811881	IP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3040274.txt	0.08396946564885496	0.0	0.0	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3217380.txt	0.028938906752411574	0.0	0.003215434083601286	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1753616.txt	0.015384615384615385	0.005128205128205128	0.035897435897435895	OP
Mini-CORE/1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3323019.txt	0.00980392156862745	0.029411764705882353	0.014705882352941176	OP
Mini-CORE/1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+YNNN+3027032.txt	0.08933002481389578	0.08436724565756824	0.10918114143920596	SP
Mini-CORE/1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0010667.txt	0.10294117647058823	0.007352941176470588	0.0	LY
